Date,Zone_No,Zone_Name,Confirmed_cases,Recovered,Hospitalized,Deceased
 2020-06-07,XII,ALANDUR,400,160,235,5
 2020-06-07,XIII,ADYAR,1274,640,623,11
 2020-06-07,XIV,PERUNGUDI,415,189,225,1
 2020-06-07,XV,SOZHINGANALLUR,390,182,208,0
 2020-06-08,I,THIRUVOTTIYUR,870,330,537,3
 2020-06-08,II,MANALI,343,154,186,3
 2020-06-08,III,MADHAVARAM,650,251,397,2
 2020-06-08,IV,TONDIARPET,3019,1085,1908,26
 2020-06-08,V,ROYAPURAM,4023,2173,1804,46
 2020-06-08,VI,THIRU VI KA NAGAR,2273,1261,973,39
 2020-06-08,VII,AMBATTUR,828,444,377,7
 2020-06-08,VIII,ANNA NAGAR,2068,908,1137,23
 2020-06-08,IX,TEYNAMPET,2646,1257,1355,34
 2020-06-08,X,KODAMBAKKAM,2539,1490,1033,16
 2020-06-08,XI,VALASARAVAKKAM,1088,724,358,6
 2020-06-08,XII,ALANDUR,412,160,246,6
 2020-06-08,XIII,ADYAR,1325,653,661,11
 2020-06-08,XIV,PERUNGUDI,421,193,227,1
 2020-06-08,XV,SOZHINGANALLUR,420,182,238,0
 2020-06-09,I,THIRUVOTTIYUR,934,335,596,3
 2020-06-09,II,MANALI,362,161,197,4
 2020-06-09,III,MADHAVARAM,682,266,414,2
 2020-06-09,IV,TONDIARPET,3192,1138,2025,29
 2020-06-09,V,ROYAPURAM,4192,2274,1866,52
 2020-06-09,VI,THIRU VI KA NAGAR,2351,1384,924,43
 2020-06-09,VII,AMBATTUR,848,452,389,7
 2020-06-09,VIII,ANNA NAGAR,2178,933,1222,23
 2020-06-09,IX,TEYNAMPET,2846,1301,1508,37
 2020-06-09,X,KODAMBAKKAM,2656,1525,1113,18
 2020-06-09,XI,VALASARAVAKKAM,1136,743,387,6
 2020-06-09,XII,ALANDUR,483,164,312,7
 2020-06-09,XIII,ADYAR,1411,676,724,11
 2020-06-09,XIV,PERUNGUDI,450,201,248,1
 2020-06-09,XV,SOZHINGANALLUR,435,185,250,0
 2020-06-10,I,THIRUVOTTIYUR,972,370,597,5
 2020-06-10,II,MANALI,383,175,204,4
 2020-06-10,III,MADHAVARAM,724,282,440,2
 2020-06-10,IV,TONDIARPET,3405,1255,2119,31
 2020-06-10,V,ROYAPURAM,4405,2413,1938,54
 2020-06-10,VI,THIRU VI KA NAGAR,2456,1431,981,44
 2020-06-10,VII,AMBATTUR,901,484,409,8
 2020-06-10,VIII,ANNA NAGAR,2362,1013,1326,23
 2020-06-10,IX,TEYNAMPET,3069,1392,1638,39
 2020-06-10,X,KODAMBAKKAM,2805,1593,1192,20
 2020-06-10,XI,VALASARAVAKKAM,1170,770,394,6
 2020-06-10,XII,ALANDUR,521,183,331,7
 2020-06-10,XIII,ADYAR,1481,726,742,13
 2020-06-10,XIV,PERUNGUDI,481,214,285,2
 2020-06-10,XV,SOZHINGANALLUR,469,206,263,0
 2020-06-11,I,THIRUVOTTIYUR,1024,438,580,6
 2020-06-11,II,MANALI,405,189,212,4
 2020-06-11,III,MADHAVARAM,747,320,425,2
 2020-06-11,IV,TONDIARPET,3584,1484,2066,34
 2020-06-11,V,ROYAPURAM,4584,2584,1944,56
 2020-06-11,VI,THIRU VI KA NAGAR,2550,1497,1004,49
 2020-06-11,VII,AMBATTUR,949,522,419,8
 2020-06-11,VIII,ANNA NAGAR,2571,1141,1404,26
 2020-06-11,IX,TEYNAMPET,3291,1528,1721,42
 2020-06-11,X,KODAMBAKKAM,2966,1696,1250,20
 2020-06-11,XI,VALASARAVAKKAM,1217,823,388,6
 2020-06-11,XII,ALANDUR,555,209,339,7
 2020-06-11,XIII,ADYAR,1534,803,718,13
 2020-06-11,XIV,PERUNGUDI,515,238,275,2
 2020-06-11,XV,SOZHINGANALLUR,493,226,267,0
 2020-06-12,I,THIRUVOTTIYUR,1072,456,609,7
 2020-06-12,II,MANALI,418,198,216,4
 2020-06-12,III,MADHAVARAM,780,403,375,2
 2020-06-12,IV,TONDIARPET,3781,1624,2120,37
 2020-06-12,V,ROYAPURAM,4821,2740,2023,58
 2020-06-12,VI,THIRU VI KA NAGAR,2660,1568,1041,51
 2020-06-12,VII,AMBATTUR,987,558,420,9
 2020-06-12,VIII,ANNA NAGAR,2781,1228,1524,29
 2020-06-12,IX,TEYNAMPET,3464,1635,1785,44
 2020-06-12,X,KODAMBAKKAM,3108,1776,1311,21
 2020-06-12,XI,VALASARAVAKKAM,1268,855,407,6
 2020-06-12,XII,ALANDUR,587,223,357,7
 2020-06-12,XIII,ADYAR,1607,849,745,13
 2020-06-12,XIV,PERUNGUDI,536,251,283,2
 2020-06-12,XV,SOZHINGANALLUR,527,250,277,0
 2020-06-13,I,THIRUVOTTIYUR,1113,516,588,9
 2020-06-13,II,MANALI,434,239,191,4
 2020-06-13,III,MADHAVARAM,814,405,407,2
 2020-06-13,IV,TONDIARPET,3928,2029,1859,40
 2020-06-13,V,ROYAPURAM,5056,2839,2155,62
 2020-06-13,VI,THIRU VI KA NAGAR,2772,1602,1111,59
 2020-06-13,VII,AMBATTUR,1058,615,434,9
 2020-06-13,VIII,ANNA NAGAR,2960,1311,1617,32
 2020-06-13,IX,TEYNAMPET,3652,1700,1905,47
 2020-06-13,X,KODAMBAKKAM,3267,1931,1314,22
 2020-06-13,XI,VALASARAVAKKAM,1338,926,406,6
 2020-06-13,XII,ALANDUR,593,224,362,7
 2020-06-13,XIII,ADYAR,1725,859,853,13
 2020-06-13,XIV,PERUNGUDI,551,276,273,2
 2020-06-13,XV,SOZHINGANALLUR,560,293,267,0
 2020-06-14,I,THIRUVOTTIYUR,1171,556,604,11
 2020-06-14,II,MANALI,448,246,198,4
 2020-06-14,III,MADHAVARAM,854,448,404,2
 2020-06-14,IV,TONDIARPET,4082,2089,1951,42
 2020-06-14,V,ROYAPURAM,5216,3051,2099,66
 2020-06-14,VI,THIRU VI KA NAGAR,2922,1683,1178,61
 2020-06-14,VII,AMBATTUR,1105,633,462,10
 2020-06-14,VIII,ANNA NAGAR,3150,1412,1703,35
 2020-06-14,IX,TEYNAMPET,3844,1884,1909,51
 2020-06-14,X,KODAMBAKKAM,3409,1981,1403,25
 2020-06-14,XI,VALASARAVAKKAM,1395,937,450,8
 2020-06-14,XII,ALANDUR,624,241,376,7
 2020-06-14,XIII,ADYAR,1809,914,880,15
 2020-06-14,XIV,PERUNGUDI,594,295,297,2
 2020-06-14,XV,SOZHINGANALLUR,586,301,285,0
 2020-06-14,,OTHER DISTRICT,0,0,0,8
 2020-06-15,I,THIRUVOTTIYUR,1224,591,620,13
 2020-06-15,II,MANALI,470,254,212,4
 2020-06-15,III,MADHAVARAM,894,455,436,3
 2020-06-15,IV,TONDIARPET,4226,2156,2018,52
 2020-06-15,V,ROYAPURAM,5364,3168,2124,72
 2020-06-15,VI,THIRU VI KA NAGAR,2992,1723,1207,62
 2020-06-15,VII,AMBATTUR,1148,662,474,12
 2020-06-15,VIII,ANNA NAGAR,3330,1475,1815,40
 2020-06-15,IX,TEYNAMPET,4031,1955,2021,55
 2020-06-15,X,KODAMBAKKAM,3539,2013,1499,27
 2020-06-15,XI,VALASARAVAKKAM,1413,950,455,8
 2020-06-15,XII,ALANDUR,670,278,384,8
 2020-06-15,XIII,ADYAR,1885,984,884,17
 2020-06-15,XIV,PERUNGUDI,630,309,316,5
 2020-06-15,XV,SOZHINGANALLUR,615,302,313,0
 2020-06-15,,OTHER DISTRICT,0,0,0,4
 2020-06-16,I,THIRUVOTTIYUR,1258,606,632,20
 2020-06-16,II,MANALI,483,265,213,5
 2020-06-16,III,MADHAVARAM,922,472,447,3
 2020-06-16,IV,TONDIARPET,4370,2210,2102,58
 2020-06-16,V,ROYAPURAM,5486,3296,2111,79
 2020-06-16,VI,THIRU VI KA NAGAR,3041,1804,1172,65
 2020-06-16,VII,AMBATTUR,1190,728,449,13
 2020-06-16,VIII,ANNA NAGAR,3431,1745,1644,42
 2020-06-16,IX,TEYNAMPET,4143,2057,2026,60
 2020-06-16,X,KODAMBAKKAM,3648,2195,1422,31
 2020-06-16,XI,VALASARAVAKKAM,1444,973,462,9
 2020-06-16,XII,ALANDUR,699,303,387,9
 2020-06-16,XIII,ADYAR,1931,1036,876,19
 2020-06-16,XIV,PERUNGUDI,646,323,318,5
 2020-06-16,XV,SOZHINGANALLUR,639,350,289,0
 2020-06-16,,OTHER DISTRICT,913,202,707,4
 2020-06-17,I,THIRUVOTTIYUR,1324,618,683,23
 2020-06-17,II,MANALI,503,266,231,6
 2020-06-17,III,MADHAVARAM,955,484,466,5
 2020-06-17,IV,TONDIARPET,4549,2257,2229,63
 2020-06-17,V,ROYAPURAM,5626,3354,2189,83
 2020-06-17,VI,THIRU VI KA NAGAR,3160,1837,1255,68
 2020-06-17,VII,AMBATTUR,1243,732,498,13
 2020-06-17,VIII,ANNA NAGAR,3636,1764,1827,45
 2020-06-17,IX,TEYNAMPET,4334,2108,2162,64
 2020-06-17,X,KODAMBAKKAM,3801,2218,1548,35
 2020-06-17,XI,VALASARAVAKKAM,1497,977,509,11
 2020-06-17,XII,ALANDUR,736,314,411,11
 2020-06-17,XIII,ADYAR,2069,1125,922,22
 2020-06-17,XIV,PERUNGUDI,684,344,334,6
 2020-06-17,XV,SOZHINGANALLUR,677,351,324,2
 2020-06-17,,OTHER DISTRICT,763,278,479,4
 2020-06-18,I,THIRUVOTTIYUR,1370,694,650,26
 2020-06-18,II,MANALI,525,274,244,7
 2020-06-18,III,MADHAVARAM,999,515,474,10
 2020-06-18,IV,TONDIARPET,4743,2354,2322,67
 2020-06-18,V,ROYAPURAM,5828,3526,2212,90
 2020-06-18,VI,THIRU VI KA NAGAR,3244,1896,1278,70
 2020-06-18,VII,AMBATTUR,1305,737,554,14
 2020-06-18,VIII,ANNA NAGAR,3820,1815,1957,48
 2020-06-18,IX,TEYNAMPET,4504,2365,2070,69
 2020-06-18,X,KODAMBAKKAM,3959,2272,1645,42
 2020-06-18,XI,VALASARAVAKKAM,1571,995,564,12
 2020-06-18,XII,ALANDUR,781,348,422,11
 2020-06-18,XIII,ADYAR,2144,1165,956,23
 2020-06-18,XIV,PERUNGUDI,729,351,371,7
 2020-06-18,XV,SOZHINGANALLUR,707,373,322,3
 2020-06-18,,OTHER DISTRICT,849,6,841,2
 2020-06-19,I,THIRUVOTTIYUR,1434,740,666,28
 2020-06-19,II,MANALI,547,296,243,8
 2020-06-19,III,MADHAVARAM,1046,550,485,11
 2020-06-19,IV,TONDIARPET,4869,2489,2308,72
 2020-06-19,V,ROYAPURAM,5981,3647,2237,97
 2020-06-19,VI,THIRU VI KA NAGAR,3356,1965,1320,71
 2020-06-19,VII,AMBATTUR,1374,769,587,18
 2020-06-19,VIII,ANNA NAGAR,3972,1919,2003,50
 2020-06-19,IX,TEYNAMPET,4652,2542,2040,70
 2020-06-19,X,KODAMBAKKAM,4149,2342,1765,42
 2020-06-19,XI,VALASARAVAKKAM,1638,1038,586,14
 2020-06-19,XII,ALANDUR,808,400,397,11
 2020-06-19,XIII,ADYAR,2204,1239,942,23
 2020-06-19,XIV,PERUNGUDI,762,388,367,7
 2020-06-19,XV,SOZHINGANALLUR,723,409,312,2
 2020-06-19,,OTHER DISTRICT,811,365,441,5
 2020-06-20,I,THIRUVOTTIYUR,1483,740,666,28
 2020-06-20,II,MANALI,560,296,243,8
 2020-06-20,III,MADHAVARAM,1095,550,485,11
 2020-06-20,IV,TONDIARPET,4963,2489,2308,72
 2020-06-20,V,ROYAPURAM,6148,3647,2237,97
 2020-06-20,VI,THIRU VI KA NAGAR,3440,1965,1320,71
 2020-06-20,VII,AMBATTUR,1440,769,587,18
 2020-06-20,VIII,ANNA NAGAR,4142,1919,2003,50
 2020-06-20,IX,TEYNAMPET,4785,2542,2040,70
 2020-06-20,X,KODAMBAKKAM,4329,2342,1765,42
 2020-06-20,XI,VALASARAVAKKAM,1667,1038,586,14
 2020-06-20,XII,ALANDUR,840,400,397,11
 2020-06-20,XIII,ADYAR,2314,1239,942,23
 2020-06-20,XIV,PERUNGUDI,809,388,367,7
 2020-06-20,XV,SOZHINGANALLUR,732,409,312,2
 2020-06-20,,OTHER DISTRICT,893,389,499,5
 2020-06-21,I,THIRUVOTTIYUR,1545,787,726,32
 2020-06-21,II,MANALI,581,321,252,8
 2020-06-21,III,MADHAVARAM,1135,601,520,14
 2020-06-21,IV,TONDIARPET,5116,2685,2351,80
 2020-06-21,V,ROYAPURAM,6288,3842,2337,109
 2020-06-21,VI,THIRU VI KA NAGAR,3532,2200,1259,73
 2020-06-21,VII,AMBATTUR,1519,860,640,19
 2020-06-21,VIII,ANNA NAGAR,4385,2137,2193,55
 2020-06-21,IX,TEYNAMPET,4967,2813,2072,82
 2020-06-21,X,KODAMBAKKAM,4485,2501,1934,50
 2020-06-21,XI,VALASARAVAKKAM,1719,1087,613,19
 2020-06-21,XII,ALANDUR,880,452,417,11
 2020-06-21,XIII,ADYAR,2435,1305,1104,26
 2020-06-21,XIV,PERUNGUDI,854,431,413,10
 2020-06-21,XV,SOZHINGANALLUR,775,438,333,4
 2020-06-21,,OTHER DISTRICT,955,427,519,9
 2020-06-22,I,THIRUVOTTIYUR,1587,808,744,35
 2020-06-22,II,MANALI,624,331,285,8
 2020-06-22,III,MADHAVARAM,1191,615,561,15
 2020-06-22,IV,TONDIARPET,5227,2796,2347,84
 2020-06-22,V,ROYAPURAM,6484,3972,2403,109
 2020-06-22,VI,THIRU VI KA NAGAR,3628,2268,1284,76
 2020-06-22,VII,AMBATTUR,1601,935,647,19
 2020-06-22,VIII,ANNA NAGAR,4585,2265,2263,57
 2020-06-22,IX,TEYNAMPET,5110,2920,2101,89
 2020-06-22,X,KODAMBAKKAM,4649,2591,2007,51
 2020-06-22,XI,VALASARAVAKKAM,1784,1103,663,18
 2020-06-22,XII,ALANDUR,965,481,473,11
 2020-06-22,XIII,ADYAR,2531,1345,1160,26
 2020-06-22,XIV,PERUNGUDI,884,443,430,11
 2020-06-22,XV,SOZHINGANALLUR,808,453,351,4
 2020-06-22,,OTHER DISTRICT,1093,430,653,10
 2020-06-23,I,THIRUVOTTIYUR,1652,819,796,37
 2020-06-23,II,MANALI,669,342,318,9
 2020-06-23,III,MADHAVARAM,1262,640,606,16
 2020-06-23,IV,TONDIARPET,5355,2896,2373,86
 2020-06-23,V,ROYAPURAM,6607,4086,2408,113
 2020-06-23,VI,THIRU VI KA NAGAR,3741,2346,1318,77
 2020-06-23,VII,AMBATTUR,1644,985,639,20
 2020-06-23,VIII,ANNA NAGAR,4766,2370,2338,58
 2020-06-23,IX,TEYNAMPET,5213,3052,2068,93
 2020-06-23,X,KODAMBAKKAM,4794,2688,2054,52
 2020-06-23,XI,VALASARAVAKKAM,1880,1167,695,18
 2020-06-23,XII,ALANDUR,978,488,479,11
 2020-06-23,XIII,ADYAR,2684,1400,1255,29
 2020-06-23,XIV,PERUNGUDI,899,461,427,11
 2020-06-23,XV,SOZHINGANALLUR,860,480,376,4
 2020-06-23,,OTHER DISTRICT,1200,450,739,11
 2020-06-24,I,THIRUVOTTIYUR,1755,934,783,38
 2020-06-24,II,MANALI,718,347,361,10
 2020-06-24,III,MADHAVARAM,1383,776,591,16
 2020-06-24,IV,TONDIARPET,5531,3553,1891,87
 2020-06-24,V,ROYAPURAM,6837,4171,2552,114
 2020-06-24,VI,THIRU VI KA NAGAR,3896,2611,1205,80
 2020-06-24,VII,AMBATTUR,1741,1030,690,21
 2020-06-24,VIII,ANNA NAGAR,4922,2449,2414,59
 2020-06-24,IX,TEYNAMPET,5316,3188,2031,97
 2020-06-24,X,KODAMBAKKAM,4908,2826,2024,58
 2020-06-24,XI,VALASARAVAKKAM,1957,1193,746,18
 2020-06-24,XII,ALANDUR,1124,508,604,12
 2020-06-24,XIII,ADYAR,2777,1443,1303,31
 2020-06-24,XIV,PERUNGUDI,916,479,426,11
 2020-06-24,XV,SOZHINGANALLUR,894,485,404,5
 2020-06-24,,OTHER DISTRICT,1138,479,648,11
 2020-06-25,I,THIRUVOTTIYUR,1787,959,789,39
 2020-06-25,II,MANALI,726,370,346,10
 2020-06-25,III,MADHAVARAM,1395,800,579,16
 2020-06-25,IV,TONDIARPET,5717,3642,1986,89
 2020-06-25,V,ROYAPURAM,6951,4347,2486,118
 2020-06-25,VI,THIRU VI KA NAGAR,3981,2677,1233,81
 2020-06-25,VII,AMBATTUR,1859,1054,782,23
 2020-06-25,VIII,ANNA NAGAR,5260,2603,2596,61
 2020-06-25,IX,TEYNAMPET,5534,3414,2016,104
 2020-06-25,X,KODAMBAKKAM,5216,3029,2125,62
 2020-06-25,XI,VALASARAVAKKAM,2058,1258,780,20
 2020-06-25,XII,ALANDUR,1149,573,564,12
 2020-06-25,XIII,ADYAR,2922,1574,1316,32
 2020-06-25,XIV,PERUNGUDI,928,585,331,12
 2020-06-25,XV,SOZHINGANALLUR,984,545,434,5
 2020-06-25,,OTHER DISTRICT,1182,556,616,10
 2020-06-26,I,THIRUVOTTIYUR,1912,974,896,42
 2020-06-26,II,MANALI,798,375,412,11
 2020-06-26,III,MADHAVARAM,1524,825,682,17
 2020-06-26,IV,TONDIARPET,5989,3688,2203,98
 2020-06-26,V,ROYAPURAM,7211,4405,2683,123
 2020-06-26,VI,THIRU VI KA NAGAR,4132,2757,1291,84
 2020-06-26,VII,AMBATTUR,1982,1203,755,24
 2020-06-26,VIII,ANNA NAGAR,5397,2736,2597,64
 2020-06-26,IX,TEYNAMPET,5655,3461,2086,108
 2020-06-26,X,KODAMBAKKAM,5316,3265,1988,63
 2020-06-26,XI,VALASARAVAKKAM,2201,1272,908,21
 2020-06-26,XII,ALANDUR,1229,593,622,14
 2020-06-26,XIII,ADYAR,3057,1599,1423,35
 2020-06-26,XIV,PERUNGUDI,944,590,342,12
 2020-06-26,XV,SOZHINGANALLUR,1037,554,478,5
 2020-06-26,,OTHER DISTRICT,1305,526,770,9
 2020-06-27,I,THIRUVOTTIYUR,2019,985,992,42
 2020-06-27,II,MANALI,868,490,367,11
 2020-06-27,III,MADHAVARAM,1655,847,789,19
 2020-06-27,IV,TONDIARPET,6221,4191,1926,104
 2020-06-27,V,ROYAPURAM,7455,5217,2110,128
 2020-06-27,VI,THIRU VI KA NAGAR,4387,2801,1496,90
 2020-06-27,VII,AMBATTUR,2120,1237,858,25
 2020-06-27,VIII,ANNA NAGAR,5506,2812,2629,65
 2020-06-27,IX,TEYNAMPET,5758,3556,2083,119
 2020-06-27,X,KODAMBAKKAM,5432,3328,2037,67
 2020-06-27,XI,VALASARAVAKKAM,2310,1287,1000,23
 2020-06-27,XII,ALANDUR,1300,601,684,15
 2020-06-27,XIII,ADYAR,3202,1848,1315,39
 2020-06-27,XIV,PERUNGUDI,967,624,330,13
 2020-06-27,XV,SOZHINGANALLUR,1101,599,497,5
 2020-06-27,,OTHER DISTRICT,1397,622,764,11
 2020-06-28,I,THIRUVOTTIYUR,2123,1024,1053,46
 2020-06-28,II,MANALI,920,498,410,12
 2020-06-28,III,MADHAVARAM,1761,878,864,19
 2020-06-28,IV,TONDIARPET,6393,4291,1990,112
 2020-06-28,V,ROYAPURAM,7659,5376,2153,130
 2020-06-28,VI,THIRU VI KA NAGAR,4505,2852,1561,92
 2020-06-28,VII,AMBATTUR,2149,1245,879,25
 2020-06-28,VIII,ANNA NAGAR,5740,2935,2739,66
 2020-06-28,IX,TEYNAMPET,6033,3613,2296,124
 2020-06-28,X,KODAMBAKKAM,5578,3370,2137,71
 2020-06-28,XI,VALASARAVAKKAM,2460,1428,1009,23
 2020-06-28,XII,ALANDUR,1352,631,705,16
 2020-06-28,XIII,ADYAR,3290,1871,1377,42
 2020-06-28,XIV,PERUNGUDI,1166,635,517,14
 2020-06-28,XV,SOZHINGANALLUR,1151,607,537,7
 2020-06-28,,OTHER DISTRICT,1481,604,867,10
 2020-06-29,I,THIRUVOTTIYUR,2220,1145,1027,48
 2020-06-29,II,MANALI,949,527,410,12
 2020-06-29,III,MADHAVARAM,1819,922,877,20
 2020-06-29,IV,TONDIARPET,6539,4647,1770,122
 2020-06-29,V,ROYAPURAM,7881,5534,2212,135
 2020-06-29,VI,THIRU VI KA NAGAR,4666,2917,1656,93
 2020-06-29,VII,AMBATTUR,2324,1370,929,25
 2020-06-29,VIII,ANNA NAGAR,6033,3018,2946,69
 2020-06-29,IX,TEYNAMPET,6195,3702,2363,130
 2020-06-29,X,KODAMBAKKAM,5827,3659,2094,74
 2020-06-29,XI,VALASARAVAKKAM,2601,1494,1081,26
 2020-06-29,XII,ALANDUR,1431,651,764,16
 2020-06-29,XIII,ADYAR,3445,1901,1500,44
 2020-06-29,XIV,PERUNGUDI,1290,666,608,16
 2020-06-29,XV,SOZHINGANALLUR,1168,671,490,7
 2020-06-29,,OTHER DISTRICT,1580,617,954,9
 2020-06-30,I,THIRUVOTTIYUR,2276,1161,1062,53
 2020-06-30,II,MANALI,991,536,443,12
 2020-06-30,III,MADHAVARAM,1872,951,899,22
 2020-06-30,IV,TONDIARPET,6637,4668,1838,131
 2020-06-30,V,ROYAPURAM,8089,5639,2309,141
 2020-06-30,VI,THIRU VI KA NAGAR,4833,2969,1771,93
 2020-06-30,VII,AMBATTUR,2481,1432,1020,29
 2020-06-30,VIII,ANNA NAGAR,6355,3115,3166,74
 2020-06-30,IX,TEYNAMPET,6547,4362,2051,134
 2020-06-30,X,KODAMBAKKAM,6173,3776,2322,75
 2020-06-30,XI,VALASARAVAKKAM,2724,1521,1175,28
 2020-06-30,XII,ALANDUR,1497,681,800,16
 2020-06-30,XIII,ADYAR,3622,1982,1594,46
 2020-06-30,XIV,PERUNGUDI,1456,691,748,17
 2020-06-30,XV,SOZHINGANALLUR,1193,680,506,7
 2020-06-30,,OTHER DISTRICT,1580,664,906,10
 2020-07-01,I,THIRUVOTTIYUR,2329,1214,1060,55
 2020-07-01,II,MANALI,1091,558,521,12
 2020-07-01,III,MADHAVARAM,1971,1031,917,23
 2020-07-01,IV,TONDIARPET,6788,4861,1791,136
 2020-07-01,V,ROYAPURAM,8361,5847,2369,145
 2020-07-01,VI,THIRU VI KA NAGAR,5009,3136,1775,98
 2020-07-01,VII,AMBATTUR,2689,1476,1183,30
 2020-07-01,VIII,ANNA NAGAR,6613,3587,2948,78
 2020-07-01,IX,TEYNAMPET,6773,4531,2103,139
 2020-07-01,X,KODAMBAKKAM,6471,3871,2519,81
 2020-07-01,XI,VALASARAVAKKAM,2755,1647,1080,28
 2020-07-01,XII,ALANDUR,1523,704,801,18
 2020-07-01,XIII,ADYAR,3695,2052,1593,50
 2020-07-01,XIV,PERUNGUDI,1566,720,829,17
 2020-07-01,XV,SOZHINGANALLUR,1230,740,483,7
 2020-07-01,,OTHER DISTRICT,1668,851,805,12
 2020-07-02,I,THIRUVOTTIYUR,2480,1247,1176,57
 2020-07-02,II,MANALI,1116,591,513,12
 2020-07-02,III,MADHAVARAM,2027,1084,920,23
 2020-07-02,IV,TONDIARPET,6941,4945,1856,140
 2020-07-02,V,ROYAPURAM,8506,6119,2239,148
 2020-07-02,VI,THIRU VI KA NAGAR,5143,3209,1832,102
 2020-07-02,VII,AMBATTUR,2798,1507,1259,32
 2020-07-02,VIII,ANNA NAGAR,6843,4444,2317,82
 2020-07-02,IX,TEYNAMPET,7017,4906,1965,146
 2020-07-02,X,KODAMBAKKAM,6731,3968,2680,83
 2020-07-02,XI,VALASARAVAKKAM,2890,1702,1158,30
 2020-07-02,XII,ALANDUR,1622,731,872,19
 2020-07-02,XIII,ADYAR,3840,2105,1682,53
 2020-07-02,XIV,PERUNGUDI,1630,792,821,17
 2020-07-02,XV,SOZHINGANALLUR,1256,756,493,7
 2020-07-02,,OTHER DISTRICT,1757,841,903,13
 2020-07-03,I,THIRUVOTTIYUR,2601,1355,1187,59
 2020-07-03,II,MANALI,1169,627,530,12
 2020-07-03,III,MADHAVARAM,2113,1131,959,23
 2020-07-03,IV,TONDIARPET,7193,5066,1984,143
 2020-07-03,V,ROYAPURAM,8609,6162,2297,150
 2020-07-03,VI,THIRU VI KA NAGAR,5305,3310,1891,104
 2020-07-03,VII,AMBATTUR,2921,1601,1288,32
 2020-07-03,VIII,ANNA NAGAR,7097,4578,2431,88
 2020-07-03,IX,TEYNAMPET,7247,4966,2130,151
 2020-07-03,X,KODAMBAKKAM,6956,4282,2586,88
 2020-07-03,XI,VALASARAVAKKAM,3008,1748,1228,32
 2020-07-03,XII,ALANDUR,1650,734,897,19
 2020-07-03,XIII,ADYAR,4007,2157,1793,57
 2020-07-03,XIV,PERUNGUDI,1684,798,867,19
 2020-07-03,XV,SOZHINGANALLUR,1321,759,554,8
 2020-07-03,,OTHER DISTRICT,1807,837,959,11
 2020-07-04,I,THIRUVOTTIYUR,2643,1373,1210,60
 2020-07-04,II,MANALI,1171,656,501,14
 2020-07-04,III,MADHAVARAM,2166,1224,919,23
 2020-07-04,IV,TONDIARPET,7487,5111,2227,149
 2020-07-04,V,ROYAPURAM,8766,6294,2320,152
 2020-07-04,VI,THIRU VI KA NAGAR,5417,3534,1775,108
 2020-07-04,VII,AMBATTUR,2945,1651,1260,34
 2020-07-04,VIII,ANNA NAGAR,7284,4795,2398,91
 2020-07-04,IX,TEYNAMPET,7438,5059,2222,157
 2020-07-04,X,KODAMBAKKAM,7159,4329,2737,93
 2020-07-04,XI,VALASARAVAKKAM,3128,1832,1264,32
 2020-07-04,XII,ALANDUR,1786,799,967,20
 2020-07-04,XIII,ADYAR,4137,2216,1863,58
 2020-07-04,XIV,PERUNGUDI,1734,839,874,21
 2020-07-04,XV,SOZHINGANALLUR,1424,788,628,8
 2020-07-04,,OTHER DISTRICT,1852,809,1030,13
 2020-07-05,I,THIRUVOTTIYUR,2653,1378,1214,61
 2020-07-05,II,MANALI,1222,677,531,14
 2020-07-05,III,MADHAVARAM,2211,1238,949,24
 2020-07-05,IV,TONDIARPET,7574,5146,2275,153
 2020-07-05,V,ROYAPURAM,8920,6340,2426,154
 2020-07-05,VI,THIRU VI KA NAGAR,5543,3574,1858,111
 2020-07-05,VII,AMBATTUR,3104,1709,1360,35
 2020-07-05,VIII,ANNA NAGAR,7504,5063,2349,92
 2020-07-05,IX,TEYNAMPET,7630,5155,2317,158
 2020-07-05,X,KODAMBAKKAM,7370,4436,2837,97
 2020-07-05,XI,VALASARAVAKKAM,3212,1934,1245,33
 2020-07-05,XII,ALANDUR,1815,827,968,20
 2020-07-05,XIII,ADYAR,4274,2303,1913,58
 2020-07-05,XIV,PERUNGUDI,1785,844,919,22
 2020-07-05,XV,SOZHINGANALLUR,1458,829,621,8
 2020-07-05,,OTHER DISTRICT,1978,856,1108,14
 2020-07-06,I,THIRUVOTTIYUR,2705,1400,1243,62
 2020-07-06,II,MANALI,1296,730,551,15
 2020-07-06,III,MADHAVARAM,2257,1323,909,25
 2020-07-06,IV,TONDIARPET,7762,5791,1810,161
 2020-07-06,V,ROYAPURAM,8981,6826,1999,156
 2020-07-06,VI,THIRU VI KA NAGAR,5693,3682,1898,113
 2020-07-06,VII,AMBATTUR,3176,1827,1314,35
 2020-07-06,VIII,ANNA NAGAR,7735,5258,2383,94
 2020-07-06,IX,TEYNAMPET,7775,5166,2447,162
 2020-07-06,X,KODAMBAKKAM,7540,4448,2990,102
 2020-07-06,XI,VALASARAVAKKAM,3390,2128,1228,34
 2020-07-06,XII,ALANDUR,1901,912,968,21
 2020-07-06,XIII,ADYAR,4435,2703,1673,59
 2020-07-06,XIV,PERUNGUDI,1826,912,890,24
 2020-07-06,XV,SOZHINGANALLUR,1521,926,587,8
 2020-07-06,,OTHER DISTRICT,2023,850,1162,11
 2020-07-07,I,THIRUVOTTIYUR,2792,1728,999,65
 2020-07-07,II,MANALI,1303,792,496,15
