dateRep,geoId,countriesAndTerritories,cases,deaths
 2020-06-22,XII,ALANDUR,965,11
 2020-06-23,XII,ALANDUR,978,11
 2020-06-24,XII,ALANDUR,1124,12
 2020-06-25,XII,ALANDUR,1149,12
 2020-06-26,XII,ALANDUR,1229,14
 2020-06-27,XII,ALANDUR,1300,15
 2020-06-28,XII,ALANDUR,1352,16
 2020-06-29,XII,ALANDUR,1431,16
 2020-06-30,XII,ALANDUR,1497,16
 2020-07-01,XII,ALANDUR,1523,18
 2020-07-02,XII,ALANDUR,1622,19
 2020-07-03,XII,ALANDUR,1650,19
 2020-07-04,XII,ALANDUR,1786,20
 2020-07-05,XII,ALANDUR,1815,20
 2020-07-06,XII,ALANDUR,1901,21
 2020-07-07,XII,ALANDUR,1936,21
 2020-07-08,XII,ALANDUR,1954,22
 2020-03-29,XIII,ADYAR,1,0
 2020-04-03,XIII,ADYAR,2,0
 2020-04-06,XIII,ADYAR,3,0
 2020-04-07,XIII,ADYAR,4,0
 2020-04-08,XIII,ADYAR,4,0
 2020-04-09,XIII,ADYAR,4,0
 2020-04-10,XIII,ADYAR,4,0
 2020-04-11,XIII,ADYAR,6,0
 2020-04-12,XIII,ADYAR,6,0
 2020-04-13,XIII,ADYAR,6,0
 2020-04-14,XIII,ADYAR,7,0
 2020-04-15,XIII,ADYAR,7,0
 2020-04-16,XIII,ADYAR,7,0
 2020-04-17,XIII,ADYAR,7,0
 2020-04-18,XIII,ADYAR,7,0
 2020-04-19,XIII,ADYAR,7,0
 2020-04-20,XIII,ADYAR,7,0
 2020-04-21,XIII,ADYAR,7,0
 2020-04-22,XIII,ADYAR,7,0
 2020-04-23,XIII,ADYAR,10,0
 2020-04-24,XIII,ADYAR,10,0
 2020-04-25,XIII,ADYAR,10,0
 2020-04-26,XIII,ADYAR,17,0
 2020-04-27,XIII,ADYAR,17,0
 2020-04-28,XIII,ADYAR,19,0
 2020-04-29,XIII,ADYAR,19,0
 2020-04-30,XIII,ADYAR,20,0
 2020-05-01,XIII,ADYAR,21,0
 2020-05-02,XIII,ADYAR,27,0
 2020-05-03,XIII,ADYAR,29,0
 2020-05-04,XIII,ADYAR,44,0
 2020-05-05,XIII,ADYAR,53,0
 2020-05-06,XIII,ADYAR,91,1
 2020-05-07,XIII,ADYAR,107,2
 2020-05-08,XIII,ADYAR,140,2
 2020-05-09,XIII,ADYAR,159,3
 2020-05-10,XIII,ADYAR,175,3
 2020-05-11,XIII,ADYAR,212,3
 2020-05-12,XIII,ADYAR,267,3
 2020-05-13,XIII,ADYAR,290,3
 2020-05-14,XIII,ADYAR,310,3
 2020-05-15,XIII,ADYAR,316,3
 2020-05-16,XIII,ADYAR,334,4
 2020-05-17,XIII,ADYAR,367,4
 2020-05-18,XIII,ADYAR,391,5
 2020-05-19,XIII,ADYAR,413,5
 2020-05-20,XIII,ADYAR,446,5
 2020-05-21,XIII,ADYAR,472,5
 2020-05-22,XIII,ADYAR,513,5
 2020-05-23,XIII,ADYAR,533,5
 2020-05-24,XIII,ADYAR,579,5
 2020-05-25,XIII,ADYAR,619,5
 2020-05-26,XIII,ADYAR,653,5
 2020-05-27,XIII,ADYAR,672,5
 2020-05-28,XIII,ADYAR,719,5
 2020-05-29,XIII,ADYAR,745,5
 2020-05-30,XIII,ADYAR,773,5
 2020-05-31,XIII,ADYAR,834,5
 2020-06-01,XIII,ADYAR,883,6
 2020-06-02,XIII,ADYAR,949,6
 2020-06-03,XIII,ADYAR,1007,6
 2020-06-04,XIII,ADYAR,1042,8
 2020-06-05,XIII,ADYAR,1094,9
 2020-06-06,XIII,ADYAR,1158,11
 2020-06-07,XIII,ADYAR,1274,11
 2020-06-08,XIII,ADYAR,1325,11
 2020-06-09,XIII,ADYAR,1411,11
 2020-06-10,XIII,ADYAR,1481,13
 2020-06-11,XIII,ADYAR,1534,13
 2020-06-12,XIII,ADYAR,1607,13
 2020-06-13,XIII,ADYAR,1725,13
 2020-06-14,XIII,ADYAR,1809,15
 2020-06-15,XIII,ADYAR,1885,17
 2020-06-16,XIII,ADYAR,1931,19
 2020-06-17,XIII,ADYAR,2069,22
 2020-06-18,XIII,ADYAR,2144,23
 2020-06-19,XIII,ADYAR,2204,23
 2020-06-20,XIII,ADYAR,2314,23
 2020-06-21,XIII,ADYAR,2435,26
 2020-06-22,XIII,ADYAR,2531,26
 2020-06-23,XIII,ADYAR,2684,29
 2020-06-24,XIII,ADYAR,2777,31
 2020-06-25,XIII,ADYAR,2922,32
 2020-06-26,XIII,ADYAR,3057,35
 2020-06-27,XIII,ADYAR,3202,39
 2020-06-28,XIII,ADYAR,3290,42
 2020-06-29,XIII,ADYAR,3445,44
 2020-06-30,XIII,ADYAR,3622,46
 2020-07-01,XIII,ADYAR,3695,50
 2020-07-02,XIII,ADYAR,3840,53
 2020-07-03,XIII,ADYAR,4007,57
 2020-07-04,XIII,ADYAR,4137,58
 2020-07-05,XIII,ADYAR,4274,58
 2020-07-06,XIII,ADYAR,4435,59
 2020-07-07,XIII,ADYAR,4490,61
 2020-07-08,XIII,ADYAR,4545,64
 2020-03-29,XIV,PERUNGUDI,0,0
 2020-04-03,XIV,PERUNGUDI,3,0
 2020-04-06,XIV,PERUNGUDI,4,0
 2020-04-07,XIV,PERUNGUDI,5,0
 2020-04-08,XIV,PERUNGUDI,5,0
 2020-04-09,XIV,PERUNGUDI,6,0
 2020-04-10,XIV,PERUNGUDI,6,0
 2020-04-11,XIV,PERUNGUDI,6,0
 2020-04-12,XIV,PERUNGUDI,6,0
 2020-04-13,XIV,PERUNGUDI,6,0
 2020-04-14,XIV,PERUNGUDI,7,0
 2020-04-15,XIV,PERUNGUDI,7,0
 2020-04-16,XIV,PERUNGUDI,7,0
 2020-04-17,XIV,PERUNGUDI,7,0
 2020-04-18,XIV,PERUNGUDI,7,0
 2020-04-19,XIV,PERUNGUDI,7,0
 2020-04-20,XIV,PERUNGUDI,7,0
 2020-04-21,XIV,PERUNGUDI,8,0
 2020-04-22,XIV,PERUNGUDI,8,0
 2020-04-23,XIV,PERUNGUDI,8,0
 2020-04-24,XIV,PERUNGUDI,8,0
 2020-04-25,XIV,PERUNGUDI,8,0
 2020-04-26,XIV,PERUNGUDI,8,0
 2020-04-27,XIV,PERUNGUDI,9,0
 2020-04-28,XIV,PERUNGUDI,9,0
 2020-04-29,XIV,PERUNGUDI,9,0
 2020-04-30,XIV,PERUNGUDI,9,0
 2020-05-01,XIV,PERUNGUDI,9,0
 2020-05-02,XIV,PERUNGUDI,10,0
 2020-05-03,XIV,PERUNGUDI,10,0
 2020-05-04,XIV,PERUNGUDI,12,0
 2020-05-05,XIV,PERUNGUDI,15,0
 2020-05-06,XIV,PERUNGUDI,20,0
 2020-05-07,XIV,PERUNGUDI,22,0
 2020-05-08,XIV,PERUNGUDI,32,0
 2020-05-09,XIV,PERUNGUDI,35,0
 2020-05-10,XIV,PERUNGUDI,36,0
 2020-05-11,XIV,PERUNGUDI,51,0
 2020-05-12,XIV,PERUNGUDI,54,0
 2020-05-13,XIV,PERUNGUDI,64,0
 2020-05-14,XIV,PERUNGUDI,72,0
 2020-05-15,XIV,PERUNGUDI,77,0
 2020-05-16,XIV,PERUNGUDI,80,0
 2020-05-17,XIV,PERUNGUDI,86,0
 2020-05-18,XIV,PERUNGUDI,92,0
 2020-05-19,XIV,PERUNGUDI,96,0
 2020-05-20,XIV,PERUNGUDI,103,0
 2020-05-21,XIV,PERUNGUDI,112,0
 2020-05-22,XIV,PERUNGUDI,137,0
 2020-05-23,XIV,PERUNGUDI,152,0
 2020-05-24,XIV,PERUNGUDI,168,0
 2020-05-25,XIV,PERUNGUDI,185,0
 2020-05-26,XIV,PERUNGUDI,203,0
 2020-05-27,XIV,PERUNGUDI,212,0
 2020-05-28,XIV,PERUNGUDI,217,0
 2020-05-29,XIV,PERUNGUDI,226,0
 2020-05-30,XIV,PERUNGUDI,241,0
 2020-05-31,XIV,PERUNGUDI,251,0
 2020-06-01,XIV,PERUNGUDI,263,0
 2020-06-02,XIV,PERUNGUDI,278,0
 2020-06-03,XIV,PERUNGUDI,301,0
 2020-06-04,XIV,PERUNGUDI,334,0
 2020-06-05,XIV,PERUNGUDI,365,0
 2020-06-06,XIV,PERUNGUDI,389,1
 2020-06-07,XIV,PERUNGUDI,415,1
 2020-06-08,XIV,PERUNGUDI,421,1
 2020-06-09,XIV,PERUNGUDI,450,1
 2020-06-10,XIV,PERUNGUDI,481,2
 2020-06-11,XIV,PERUNGUDI,515,2
 2020-06-12,XIV,PERUNGUDI,536,2
 2020-06-13,XIV,PERUNGUDI,551,2
 2020-06-14,XIV,PERUNGUDI,594,2
 2020-06-15,XIV,PERUNGUDI,630,5
 2020-06-16,XIV,PERUNGUDI,646,5
 2020-06-17,XIV,PERUNGUDI,684,6
 2020-06-18,XIV,PERUNGUDI,729,7
 2020-06-19,XIV,PERUNGUDI,762,7
 2020-06-20,XIV,PERUNGUDI,809,7
 2020-06-21,XIV,PERUNGUDI,854,10
 2020-06-22,XIV,PERUNGUDI,884,11
 2020-06-23,XIV,PERUNGUDI,899,11
 2020-06-24,XIV,PERUNGUDI,916,11
 2020-06-25,XIV,PERUNGUDI,928,12
 2020-06-26,XIV,PERUNGUDI,944,12
 2020-06-27,XIV,PERUNGUDI,967,13
 2020-06-28,XIV,PERUNGUDI,1166,14
 2020-06-29,XIV,PERUNGUDI,1290,16
 2020-06-30,XIV,PERUNGUDI,1456,17
 2020-07-01,XIV,PERUNGUDI,1566,17
 2020-07-02,XIV,PERUNGUDI,1630,17
 2020-07-03,XIV,PERUNGUDI,1684,19
 2020-07-04,XIV,PERUNGUDI,1734,21
 2020-07-05,XIV,PERUNGUDI,1785,22
 2020-07-06,XIV,PERUNGUDI,1826,24
 2020-07-07,XIV,PERUNGUDI,1843,25
 2020-07-08,XIV,PERUNGUDI,1899,25
 2020-03-29,XV,SOZHINGANALLUR,0,0
 2020-04-03,XV,SOZHINGANALLUR,1,0
 2020-04-06,XV,SOZHINGANALLUR,2,0
 2020-04-07,XV,SOZHINGANALLUR,2,0
 2020-04-08,XV,SOZHINGANALLUR,2,0
 2020-04-09,XV,SOZHINGANALLUR,2,0
 2020-04-10,XV,SOZHINGANALLUR,2,0
 2020-04-11,XV,SOZHINGANALLUR,2,0
 2020-04-12,XV,SOZHINGANALLUR,2,0
 2020-04-13,XV,SOZHINGANALLUR,2,0
 2020-04-14,XV,SOZHINGANALLUR,2,0
 2020-04-15,XV,SOZHINGANALLUR,2,0
 2020-04-16,XV,SOZHINGANALLUR,2,0
 2020-04-17,XV,SOZHINGANALLUR,2,0
 2020-04-18,XV,SOZHINGANALLUR,2,0
 2020-04-19,XV,SOZHINGANALLUR,2,0
 2020-04-20,XV,SOZHINGANALLUR,2,0
 2020-04-21,XV,SOZHINGANALLUR,2,0
 2020-04-22,XV,SOZHINGANALLUR,2,0
 2020-04-23,XV,SOZHINGANALLUR,2,0
 2020-04-24,XV,SOZHINGANALLUR,2,0
 2020-04-25,XV,SOZHINGANALLUR,2,0
 2020-04-26,XV,SOZHINGANALLUR,2,0
 2020-04-27,XV,SOZHINGANALLUR,2,0
 2020-04-28,XV,SOZHINGANALLUR,2,0
 2020-04-29,XV,SOZHINGANALLUR,2,0
 2020-04-30,XV,SOZHINGANALLUR,3,0
 2020-05-01,XV,SOZHINGANALLUR,3,0
 2020-05-02,XV,SOZHINGANALLUR,5,0
 2020-05-03,XV,SOZHINGANALLUR,6,0
 2020-05-04,XV,SOZHINGANALLUR,10,0
 2020-05-05,XV,SOZHINGANALLUR,13,0
 2020-05-06,XV,SOZHINGANALLUR,15,0
 2020-05-07,XV,SOZHINGANALLUR,15,0
 2020-05-08,XV,SOZHINGANALLUR,25,0
 2020-05-09,XV,SOZHINGANALLUR,25,0
 2020-05-10,XV,SOZHINGANALLUR,28,0
 2020-05-11,XV,SOZHINGANALLUR,52,0
 2020-05-12,XV,SOZHINGANALLUR,54,0
 2020-05-13,XV,SOZHINGANALLUR,64,0
 2020-05-14,XV,SOZHINGANALLUR,65,0
 2020-05-15,XV,SOZHINGANALLUR,74,0
 2020-05-16,XV,SOZHINGANALLUR,82,0
 2020-05-17,XV,SOZHINGANALLUR,95,0
 2020-05-18,XV,SOZHINGANALLUR,101,0
 2020-05-19,XV,SOZHINGANALLUR,109,0
 2020-05-20,XV,SOZHINGANALLUR,113,0
 2020-05-21,XV,SOZHINGANALLUR,130,0
 2020-05-22,XV,SOZHINGANALLUR,148,0
 2020-05-23,XV,SOZHINGANALLUR,160,0
 2020-05-24,XV,SOZHINGANALLUR,173,0
 2020-05-25,XV,SOZHINGANALLUR,184,0
 2020-05-26,XV,SOZHINGANALLUR,197,0
 2020-05-27,XV,SOZHINGANALLUR,208,0
 2020-05-28,XV,SOZHINGANALLUR,219,0
 2020-05-29,XV,SOZHINGANALLUR,233,0
 2020-05-30,XV,SOZHINGANALLUR,234,0
 2020-05-31,XV,SOZHINGANALLUR,255,0
 2020-06-01,XV,SOZHINGANALLUR,262,0
 2020-06-02,XV,SOZHINGANALLUR,279,0
 2020-06-03,XV,SOZHINGANALLUR,306,0
 2020-06-04,XV,SOZHINGANALLUR,339,0
 2020-06-05,XV,SOZHINGANALLUR,362,0
 2020-06-06,XV,SOZHINGANALLUR,366,0
 2020-06-07,XV,SOZHINGANALLUR,390,0
 2020-06-08,XV,SOZHINGANALLUR,420,0
 2020-06-09,XV,SOZHINGANALLUR,435,0
 2020-06-10,XV,SOZHINGANALLUR,469,0
 2020-06-11,XV,SOZHINGANALLUR,493,0
 2020-06-12,XV,SOZHINGANALLUR,527,0
 2020-06-13,XV,SOZHINGANALLUR,560,0
 2020-06-14,XV,SOZHINGANALLUR,586,0
 2020-06-15,XV,SOZHINGANALLUR,615,0
 2020-06-16,XV,SOZHINGANALLUR,639,0
 2020-06-17,XV,SOZHINGANALLUR,677,2
 2020-06-18,XV,SOZHINGANALLUR,707,3
 2020-06-19,XV,SOZHINGANALLUR,723,2
 2020-06-20,XV,SOZHINGANALLUR,732,2
 2020-06-21,XV,SOZHINGANALLUR,775,4
 2020-06-22,XV,SOZHINGANALLUR,808,4
 2020-06-23,XV,SOZHINGANALLUR,860,4
 2020-06-24,XV,SOZHINGANALLUR,894,5
 2020-06-25,XV,SOZHINGANALLUR,984,5
 2020-06-26,XV,SOZHINGANALLUR,1037,5
 2020-06-27,XV,SOZHINGANALLUR,1101,5
 2020-06-28,XV,SOZHINGANALLUR,1151,7
 2020-06-29,XV,SOZHINGANALLUR,1168,7
 2020-06-30,XV,SOZHINGANALLUR,1193,7
 2020-07-01,XV,SOZHINGANALLUR,1230,7
 2020-07-02,XV,SOZHINGANALLUR,1256,7
 2020-07-03,XV,SOZHINGANALLUR,1321,8
 2020-07-04,XV,SOZHINGANALLUR,1424,8
 2020-07-05,XV,SOZHINGANALLUR,1458,8
 2020-07-06,XV,SOZHINGANALLUR,1521,8
 2020-07-07,XV,SOZHINGANALLUR,1527,9
 2020-07-08,XV,SOZHINGANALLUR,1541,9
 2020-06-14,,OTHER DISTRICT,0,8
 2020-06-15,,OTHER DISTRICT,0,4
 2020-06-16,,OTHER DISTRICT,913,4
 2020-06-17,,OTHER DISTRICT,763,4
 2020-06-18,,OTHER DISTRICT,849,2
 2020-06-19,,OTHER DISTRICT,811,5
 2020-06-20,,OTHER DISTRICT,893,5
 2020-06-21,,OTHER DISTRICT,955,9
 2020-06-22,,OTHER DISTRICT,1093,10
 2020-06-23,,OTHER DISTRICT,1200,11
 2020-06-24,,OTHER DISTRICT,1138,11
 2020-06-25,,OTHER DISTRICT,1182,10
 2020-06-26,,OTHER DISTRICT,1305,9
 2020-06-27,,OTHER DISTRICT,1397,11
 2020-06-28,,OTHER DISTRICT,1481,10
 2020-06-29,,OTHER DISTRICT,1580,9
 2020-06-30,,OTHER DISTRICT,1580,10
 2020-07-01,,OTHER DISTRICT,1668,12
 2020-07-02,,OTHER DISTRICT,1757,13
 2020-07-03,,OTHER DISTRICT,1807,11
 2020-07-04,,OTHER DISTRICT,1852,13
 2020-07-05,,OTHER DISTRICT,1978,14
 2020-07-06,,OTHER DISTRICT,2023,11
 2020-07-07,,OTHER DISTRICT,2061,10
 2020-07-08,,OTHER DISTRICT,2117,12
